"endTime","artistName","trackName","msPlayed"
"2021-03-16 11:39","Nobuo Uematsu","FFVII REMAKE: セブンスヘブンの看板娘 (The Star of Seventh Heaven)",117413
"2021-03-16 11:41","Nobuo Uematsu","FFVII REMAKE: 俺は...誰だ (Who Am I?)",113133
"2021-03-16 11:44","Nobuo Uematsu","FFVII REMAKE: 旅の途中で (On Our Way)",161306
"2021-03-16 11:58","LiSA","再会 (produced by Ayase)",161624
"2021-03-16 12:03","Hikaru Utada","Simple And Clean",300760
"2021-03-16 12:10","Linkin Park","Talking to Myself",7328
"2021-03-16 12:10","RADWIMPS","Is There Still Anything That Love Can Do?",414466
"2021-03-16 12:10","Troye Sivan","WILD",4390
"2021-03-16 12:11","Ed Sheeran","Happier",980
"2021-03-16 12:11","Reol","コノヨLoading...",78720
"2021-03-16 12:11","Taylor Swift","betty - Live from the 2020 Academy of Country Music Awards",1450
"2021-03-16 12:12","Mariah Carey","We Belong Together",1360
"2021-03-16 12:12","Kenshi Yonezu","Flamingo",1680
"2021-03-16 12:12","Taylor Swift","Daylight",1940
"2021-03-16 12:12","Taylor Swift","Call It What You Want",1930
"2021-03-16 12:12","Toni Braxton","Un-Break My Heart",850
"2021-03-16 12:12","Linkin Park","LOST IN THE ECHO",1200
"2021-03-16 12:12","ONE OK ROCK","The Way Back",1050
"2021-03-16 12:12","YOASOBI","ハルジオン",700
"2021-03-16 12:12","Irma","Hear Me Out",1520
"2021-03-16 12:12","Ed Sheeran","Eraser",1620
"2021-03-16 12:15","Adele","Send My Love (To Your New Lover)",1010
"2021-03-16 12:15","ONE OK ROCK","Taking Off",1910
"2021-03-16 12:15","Sugarland","Bigger",1340
"2021-03-16 12:15","Jason Mraz","Have It All",1040
"2021-03-16 12:15","YOASOBI","あの夢をなぞって",9750
"2021-03-16 12:15","Hugh Jackman","The Other Side",1160
"2021-03-16 12:15","Taylor Swift","seven",6440
"2021-03-16 12:15","Ed Sheeran","1000 Nights (feat. Meek Mill & A Boogie Wit da Hoodie)",1550
"2021-03-16 12:15","Ed Sheeran","Dive",960
"2021-03-16 12:15","YOASOBI","ハルジオン",198000
"2021-03-16 12:15","Charlie Puth","Left Right Left",840
"2021-03-16 12:19","Nobuo Uematsu","FFVII REMAKE: 壱番魔晄炉 Battle Edit (Mako Reactor 1 - Battle Edit)",231690
"2021-03-16 12:19","Nobuo Uematsu","FFVII REMAKE: 旅の途中で (On Our Way)",4510
"2021-03-16 12:20","Nobuo Uematsu","FFVII REMAKE: 俺は...誰だ (Who Am I?)",1330
"2021-03-16 12:20","鈴木 光人","FFVII REMAKE: スピードジャンキー (Speed Demon)",3340
"2021-03-16 12:20","鈴木 光人","FFVII REMAKE: コルネオ杯開幕 (Tonight's Corneo Cup)",450
"2021-03-16 12:20","Nobuo Uematsu","FFVII REMAKE: ミグルミ ミグルミ (Due Recompense)",2890
"2021-03-16 12:20","鈴木 光人","FFVII REMAKE: ファンク・ウイズ・ミー (Funk with Me)",2270
"2021-03-16 12:20","鈴木 克崇","FFVII REMAKE: お先まっくら (Darkness Ahead)",1450
"2021-03-16 12:20","Nobuo Uematsu","FFVII REMAKE: 報酬は悪くない (Just Another Job)",3610
"2021-03-16 12:20","鈴木 光人","FFVII REMAKE: クレイジーモーターサイクル -行くぜ野郎ども- (Lay Down Some Rubber - Let's Ride)",6430
"2021-03-16 12:23","鈴木 光人","FFVII REMAKE: コルネオ杯開幕 (Tonight's Corneo Cup)",4860
"2021-03-16 12:23","鈴木 克崇","FFVII REMAKE: お先まっくら (Darkness Ahead)",176200
"2021-03-16 12:28","Nobuo Uematsu","FFVII REMAKE: 星に選ばれし者 (Those Chosen by the Planet)",5150
"2021-03-16 12:28","Nobuo Uematsu","FFVII REMAKE: 神羅のテーマ (Shinra's Theme)",2650
"2021-03-16 12:28","Nobuo Uematsu","FFVII REMAKE: 脱出 (Getaway)",323280
"2021-03-16 12:29","Nobuo Uematsu","FFVII REMAKE: 約束の地 -巡る命- (The Promised Land - Cycle of Souls)",19200
"2021-03-16 12:29","Nobuo Uematsu","FFVII REMAKE: 八番街の出会い (Chance Meeting in Sector 8)",6920
"2021-03-16 12:33","Nobuo Uematsu","FFVII REMAKE: 闘う者達 -強行突破- (Let the Battles Begin! - Break Through)",230670
"2021-03-16 12:38","Taylor Swift","betty",294520
"2021-03-16 12:42","FictionJunction","from the edge",278655
"2021-03-16 12:43","Ed Sheeran","Perfect - Acoustic",28664
"2021-03-16 12:48","Official HIGE DANdism","Pretender",277930
"2021-03-16 13:18","Taylor Swift","the 1",210240
"2021-03-16 13:22","Taylor Swift","cardigan",239560
"2021-03-16 13:25","Taylor Swift","the last great american dynasty",231000
"2021-03-16 13:30","Taylor Swift","exile (feat. Bon Iver)",285640
"2021-03-16 13:34","Taylor Swift","my tears ricochet",255893
"2021-03-16 13:39","Taylor Swift","august",261920
"2021-03-16 13:42","Taylor Swift","illicit affairs",190893
"2021-03-16 13:46","Taylor Swift","invisible string",252880
"2021-03-16 13:51","Taylor Swift","betty",294520
"2021-03-16 13:55","Taylor Swift","hoax",212360
"2021-03-17 05:11","TADAYOSHI MAKINO","FFVII REMAKE: カタストロフィ (Catastrophe)",94776
"2021-03-17 05:16","Taylor Swift","betty",294520
"2021-03-17 05:19","Taylor Swift","The Archer - Live From Paris",210960
"2021-03-17 05:23","Ed Sheeran","Shape of You",233712
"2021-03-17 05:27","Jason Mraz","Unlonely",231272
"2021-03-17 06:25","Kenshi Yonezu","Lemon",256106
"2021-03-17 06:29","Taylor Swift","Daylight - Live From Paris",262320
"2021-03-17 06:33","Truc Nhan","Sáng Mắt Chưa",208117
"2021-03-17 06:36","Troye Sivan","for him.",209058
"2021-03-17 06:40","Kenshi Yonezu","fogbound ( + 池田エライザ )",255200
"2021-03-17 06:43","Opetaia Foa'i","We Know The Way",141413
"2021-03-17 08:57","YOASOBI","あの夢をなぞって",242666
"2021-03-17 08:58","Taylor Swift","evermore (feat. Bon Iver)",9620
"2021-03-17 08:58","YOASOBI","怪物",1360
"2021-03-17 08:58","Justin Timberlake","Say Something (feat. Chris Stapleton)",930
"2021-03-17 08:58","Taylor Swift","I Wish You Would",800
"2021-03-17 08:58","A Great Big World","Everyone Is Gay",2460
"2021-03-17 08:58","Jay Chou","青花瓷",1200
"2021-03-17 08:58","Eve","Nonsense Bungaku",27612
"2021-03-17 09:04","Taylor Swift","the lakes - the long pond studio sessions",357413
"2021-03-17 09:11","Taylor Swift","invisible string - the long pond studio sessions",257360
"2021-03-17 09:12","Taylor Swift","peace",48706
"2021-03-17 09:15","Taylor Swift","illicit affairs - the long pond studio sessions",183720
"2021-03-17 09:19","Taylor Swift","cardigan",239560
"2021-03-17 09:23","Taylor Swift","the 1 - the long pond studio sessions",219893
"2021-03-17 09:23","Taylor Swift","peace - the long pond studio sessions",26776
"2021-03-17 09:23","Taylor Swift","this is me trying",1720
"2021-03-17 10:15","Taylor Swift","betty",294520
"2021-03-17 10:18","Taylor Swift","seven",208906
"2021-03-17 10:19","Taylor Swift","mad woman - the long pond studio sessions",42883
"2021-03-17 10:23","Taylor Swift","the lakes - bonus track",211813
"2021-03-17 10:26","Taylor Swift","mirrorball",208973
"2021-03-17 10:30","Taylor Swift","hoax - the long pond studio sessions",221800
"2021-03-17 10:33","Taylor Swift","the 1",210240
"2021-03-17 10:37","Taylor Swift","this is me trying - the long pond studio sessions",209293
"2021-03-17 10:41","Taylor Swift","exile (feat. Bon Iver) - the long pond studio sessions",279893
"2021-03-17 11:15","Taylor Swift","epiphany",36226
"2021-03-17 12:06","Harry Styles","Watermelon Sugar",174000
"2021-03-17 12:07","Ed Sheeran","Castle on the Hill",13740
"2021-03-17 12:11","優里","ドライフラワー",285586
"2021-03-17 12:12","Yoko Shimomura","Stand Your Ground",1180
"2021-03-17 12:12","Train","Hey, Soul Sister",1030
"2021-03-17 12:12","Alicia Keys","No One - Acoustic",17773
"2021-03-17 12:12","ONE OK ROCK","The Way Back",910
"2021-03-17 12:18","Taylor Swift","Enchanted",352200
"2021-03-17 12:22","Taylor Swift","This Love",250093
"2021-03-17 12:26","ONE OK ROCK","The Beginning",3690
"2021-03-17 12:26","ヨルシカ","ヒッチコック",222813
"2021-03-17 12:26","ONE OK ROCK","Nothing Helps",22253
"2021-03-17 12:30","Taylor Swift","cardigan",239560
"2021-03-17 12:35","Taylor Swift","Never Grow Up",290480
"2021-03-17 12:39","Kenshi Yonezu","海の幽霊",234466
"2021-03-17 12:39","RADWIMPS","Nakidashisodayo",2620
"2021-03-17 12:39","Rita Ora","Your Song",36912
"2021-03-17 12:42","Sam Smith","Stay With Me",172723
"2021-03-17 12:46","Lady Gaga","Shallow - Radio Edit",217212
"2021-03-17 12:48","Ed Sheeran","Sing",150513
"2021-03-17 12:52","Imagine Dragons","Whatever It Takes",201240
"2021-03-17 12:53","Sam Smith","Stay With Me",90020
"2021-03-17 12:58","Justin Timberlake","Morning Light (feat. Alicia Keys)",243040
"2021-03-17 13:03","Motohiro Hata","Rain",293040
"2021-03-17 13:03","Sam Smith","Say It First",12080
"2021-03-17 13:03","Irma","Trouble Maker",3630
"2021-03-17 13:04","Taylor Swift","All Too Well",16010
"2021-03-17 13:08","P!nk","Try",28076
"2021-03-17 13:08","Ed Sheeran","The A Team",258373
"2021-03-17 13:13","Official HIGE DANdism","Yesterday",299164
"2021-03-17 13:17","Taylor Swift","Style",231000
"2021-03-17 13:20","Taylor Swift","Call It What You Want",167485
"2021-03-17 14:54","Nobuo Uematsu","The Man with the Machine Gun",910
"2021-03-17 14:54","Nobuo Uematsu","Dead End",1500
"2021-03-17 14:54","Nobuo Uematsu","The Oath",520
"2021-03-17 14:54","Nobuo Uematsu","The Oath",2390
"2021-03-17 14:54","Nobuo Uematsu","Intruders",880
"2021-03-17 14:54","Nobuo Uematsu","Compression of Time",2500
"2021-03-17 14:54","Nobuo Uematsu","Compression of Time",610
"2021-03-17 14:54","Nobuo Uematsu","Lunatic Pandora",2130
"2021-03-17 14:54","Nobuo Uematsu","Heresy",790
"2021-03-17 14:54","Nobuo Uematsu","My Mind",830
"2021-03-17 14:54","Nobuo Uematsu","Overture",400
"2021-03-17 14:54","Nobuo Uematsu","Tears of the moon",1030
"2021-03-17 14:55","Nobuo Uematsu","Retaliation",770
"2021-03-17 14:55","Nobuo Uematsu","ODEKA ke Chocobo",75893
"2021-03-17 14:55","Nobuo Uematsu","The Landing",700
"2021-03-17 14:55","Nobuo Uematsu","The Legendary Beast",7476
"2021-03-17 14:56","Nobuo Uematsu","Unrest",0
"2021-03-17 14:56","Nobuo Uematsu","Find Your Way",910
"2021-03-17 14:56","Nobuo Uematsu","The Castle",660
"2021-03-17 14:56","Nobuo Uematsu","Cactus Jack (Galbadian Anthem)",880
"2021-03-17 14:56","Nobuo Uematsu","Slide Show - Part2",680
"2021-03-17 14:56","Nobuo Uematsu","Maybe I'm a Lion",890
"2021-03-17 15:00","Nobuo Uematsu","Love Grows",268826
"2021-03-17 15:05","Nobuo Uematsu","Ami",277333
"2021-03-17 15:08","Nobuo Uematsu","Dance with the Balamb-fish",219560
"2021-03-17 15:11","Nobuo Uematsu","Roses and Wine",138600
"2021-03-17 15:12","Nobuo Uematsu","Julia",83066
"2021-03-17 15:16","Nobuo Uematsu","Balamb GARDEN",209266
"2021-03-17 15:16","Nobuo Uematsu","Wounded",80
"2021-03-17 15:16","Nobuo Uematsu","Under Her Control",930
"2021-03-17 15:16","Nobuo Uematsu","The Stage is Set",790
"2021-03-17 15:16","Nobuo Uematsu","Slide Show - Part1",6196
"2021-03-17 15:19","Nobuo Uematsu","Premonition",11260
"2021-03-17 15:19","Nobuo Uematsu","Fragments of Memories",193960
"2021-03-17 15:19","Nobuo Uematsu","FITHOS LUSEC WECOS VINOSEC",670
"2021-03-17 15:19","Nobuo Uematsu","Jailed",760
"2021-03-17 15:19","Nobuo Uematsu","Ending Theme",760
"2021-03-17 15:22","Nobuo Uematsu","Don't be Afraid",172040
"2021-03-17 15:22","Nobuo Uematsu","Timber Owls",23460
"2021-03-17 15:22","Nobuo Uematsu","A Sacrifice",830
"2021-03-17 15:26","Nobuo Uematsu","Martial Law",3910
"2021-03-17 15:26","浜渦正志","FFVII REMAKE: 月夜の大泥棒 (Moonlight Thievery)",3640
"2021-03-17 15:26","Nobuo Uematsu","The Loser",11680
"2021-03-17 15:26","Nobuo Uematsu","The Successor",1140
"2021-03-17 15:26","Nobuo Uematsu","The Winner",2670
"2021-03-17 15:26","Nobuo Uematsu","Fisherman's Horizon",215840
"2021-03-17 15:30","Nobuo Uematsu","FFVII REMAKE: 八番街の出会い (Chance Meeting in Sector 8)",199400
"2021-03-17 15:31","Nobuo Uematsu","FFVII REMAKE: 思い出の部屋 (Home Away from Home)",94146
"2021-03-17 15:32","鈴木 光人","FFVII REMAKE: RUN RUN RUN",7393
"2021-03-17 15:34","Nobuo Uematsu","FFVII REMAKE: 鋼鉄の大地 (Shining Beacon of Civilization)",123893
"2021-03-17 15:35","Nobuo Uematsu","FFVII REMAKE: ランデブーポイント (The Rendezvous Point)",112306
"2021-03-17 15:39","Nobuo Uematsu","FFVII REMAKE: 壱番魔晄炉 (Mako Reactor 1)",236706
"2021-03-17 15:40","Nobuo Uematsu","FFVII REMAKE: 魔晄都市ミッドガル (Midgar, City of Mako)",39893
"2021-03-17 15:42","Nobuo Uematsu","FFVII REMAKE: 不安な心 (Anxiety)",25573
"2021-03-17 15:42","Nobuo Uematsu","FFVII REMAKE: 闘う者達 -元ソルジャー- (Let the Battles Begin! - Ex-SOLDIER)",113706
"2021-03-17 15:45","Nobuo Uematsu","FFVII REMAKE: 給水塔の約束 (A Tower, a Promise)",159840
"2021-03-17 15:45","鈴木 光人","FFVII REMAKE: ウォール・マーケット -チョコボ・サム- (Wall Market - Chocobo Sam)",6120
"2021-03-17 15:48","浜渦正志","FFVII REMAKE: しぶといネズミ -E区画- (Born Survivors - Section E)",148320
"2021-03-17 15:51","Nobuo Uematsu","FFVII REMAKE: イグニッションフレイム (Ignition Flame)",179893
"2021-03-17 15:51","今村 貴文","FFVII REMAKE: 静寂の入口 (All Quiet at the Gates)",17906
"2021-03-18 02:45","浜渦正志","FFVII REMAKE: 守るべきもの (Those in Need)",2610
"2021-03-18 02:45","鈴木 光人","FFVII REMAKE: ファンク・ウイズ・ミー (Funk with Me)",2170
"2021-03-18 02:45","Nobuo Uematsu","FFVII REMAKE: タークスのテーマ -オフィス- (The Turks' Theme - Office)",6750
"2021-03-18 02:45","Keiki Kobayashi","FFVII REMAKE: ヘリガンナー (The Valkyrie)",2080
"2021-03-18 02:45","西木康智","FFVII REMAKE: 終末の7秒前 (Seven Seconds till the End)",2810
"2021-03-18 02:45","今村 貴文","FFVII REMAKE: 静寂の入口 (All Quiet at the Gates)",5090
"2021-03-18 02:45","Nobuo Uematsu","FFVII REMAKE: ワイルド・デ・チョコボ (Wild de Chocobo)",1650
"2021-03-18 02:49","Nobuo Uematsu","FFVII REMAKE: 報酬は悪くない (Just Another Job)",211466
"2021-03-18 02:51","西木康智","FFVII REMAKE: 星の開拓者 (Stewards of the Planet)",156280
"2021-03-18 02:54","Tsuyoshi Sekito","FFVII REMAKE: 断罪の処刑マシン (Electric Executioners)",1610
"2021-03-18 02:54","Nobuo Uematsu","FFVII REMAKE: ミグルミ ミグルミ (Due Recompense)",1980
"2021-03-18 02:54","Nobuo Uematsu","FFVII REMAKE: 星に選ばれし者 (Those Chosen by the Planet)",126123
"2021-03-18 03:01","Nobuo Uematsu","FFVII REMAKE: ルーファウス神羅 (Rufus Shinra)",417000
"2021-03-18 03:08","Nobuo Uematsu","FFVII REMAKE: 虐げられた民衆 -ベグ盗賊団- (The Oppressed - Beck's Badasses)",1850
"2021-03-18 03:08","Nobuo Uematsu","FFVII REMAKE: ハイタッチ (High Five)",1390
"2021-03-18 03:08","Nobuo Uematsu","FFVII REMAKE: 闇夜のうめき (Noises in the Night)",21293
"2021-03-18 03:08","Nobuo Uematsu","FFVII REMAKE: ガードスコーピオン (Scorpion Sentinel)",430386
"2021-03-18 03:10","Nobuo Uematsu","FFVII REMAKE: エアリスとマリン -いいにおい- (Aerith and Marlene - A Familiar Flower)",120453
"2021-03-18 03:30","浜渦正志","FFVII REMAKE: 機械塔の決戦 (Rematch atop the Pillar)",2150
"2021-03-18 03:30","Nobuo Uematsu","FFVII REMAKE: 俺は...誰だ (Who Am I?)",990
"2021-03-18 03:30","鈴木 光人","FFVII REMAKE: スピードジャンキー (Speed Demon)",1250
"2021-03-18 03:30","浜渦正志","FFVII REMAKE: 列車墓場 (Train Graveyard)",4020
"2021-03-18 03:30","Nobuo Uematsu","FFVII REMAKE: スタッフロール (Credits)",607186
"2021-03-18 03:30","Nobuo Uematsu","FFVII REMAKE: 神羅のテーマ (Shinra's Theme)",2780
"2021-03-18 03:36","鈴木 光人","FFVII REMAKE: ウォール・マーケット -マダム・マム- (Wall Market - Madam M)",5630
"2021-03-18 03:36","石川 大樹","FFVII REMAKE: エアリス救出作戦 (Operation: Save Aerith)",3040
"2021-03-18 03:36","Nobuo Uematsu","FFVII REMAKE: タークスのテーマ (The Turks' Theme)",2000
"2021-03-18 03:36","Nobuo Uematsu","FFVII REMAKE: 闘う者達 REMAKE (Let the Battles Begin! -REMAKE-)",14700
"2021-03-18 03:36","Nobuo Uematsu","FFVII REMAKE: FFVIIメインテーマ -七番街スラム- (Main Theme of FFVII - Sector 7 Undercity)",371200
"2021-03-18 03:36","島 翔太朗","FFVII REMAKE: 反神羅の火 (Fires of Resistance)",4210
"2021-03-18 03:37","浜渦正志","FFVII REMAKE: フィーラーのテーマ (Whispers' Theme)",10290
"2021-03-18 03:37","鈴木 光人","FFVII REMAKE: STAND UP - Reprise -",2050
"2021-03-18 03:37","鈴木 光人","FFVII REMAKE: ハイエンドもみー (Luxury Massage)",4690
"2021-03-18 03:40","鈴木 克崇","FFVII REMAKE: 焦りの水路 (Rough Waters)",176480
"2021-03-18 03:40","浜渦正志","FFVII REMAKE: 黒い風 (Black Wind)",39050
"2021-03-18 03:42","Nobuo Uematsu","FFVII REMAKE: 伍番魔晄炉の罠 (A Trap Is Sprung)",111986
"2021-03-18 03:43","浜渦正志","FFVII REMAKE: 星に帰る (Return to the Planet)",60153
"2021-03-18 03:47","Nobuo Uematsu","FFVII REMAKE: アプス (Abzu)",241586
"2021-03-18 03:48","鈴木 光人","FFVII REMAKE: ヴァイブ・ヴァレンティーノ (Vibe Valentino)",39653
"2021-03-18 03:48","鈴木 光人","FFVII REMAKE: レッドゾーン (The Red Zone)",1170
"2021-03-18 03:48","Nobuo Uematsu","FFVII REMAKE: スイート・ハニー (The Sweetest Honey)",2990
"2021-03-18 03:48","浜渦正志","FFVII REMAKE: こっちへおいで (Come On, This Way)",1890
"2021-03-18 03:48","Nobuo Uematsu","FFVII REMAKE: ミッドガル・ハイウェイ (Midgar Expressway)",2180
"2021-03-18 03:52","Nobuo Uematsu","FFVII REMAKE: プレリュード -再会- (The Prelude - Reunion)",204826
"2021-03-18 03:52","Tsuyoshi Sekito","FFVII REMAKE: スカーレットのテーマ (Scarlet's Theme)",19803
"2021-03-18 04:03","Nobuo Uematsu","FFVII REMAKE: 壱番魔晄炉 Battle Edit (Mako Reactor 1 - Battle Edit)",233613
